OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Revenue,Profit,CustomerAge,CustomerGender
ORD00297,2025-10-13,North,Furniture,Table,4,11161.36,44645.44,6856.94,39,Male
ORD00298,2024-03-02,South,Clothing,T-Shirt,5,828.71,4143.55,1443.64,63,Female
ORD00299,2025-01-16,West,Electronics,Smartphone,1,27106.37,27106.37,4600.73,65,Male
ORD00300,2025-11-09,South,Electronics,Smartphone,3,25686.08,77058.24,9203.46,33,Female
ORD00301,2025-04-08,East,Furniture,Chair,6,4883.44,29300.64,8051.38,32,Male
ORD00302,2025-04-22,East,Furniture,Table,3,12671.85,38015.55,6588.54,44,Male
ORD00303,2025-12-03,East,Furniture,Sofa,4,34663.42,138653.68,38528.02,63,Male
ORD00304,2024-02-20,East,Furniture,Table,6,11155.98,66935.88,19763.49,34,Male
ORD00305,2024-04-14,South,Electronics,Laptop,7,58900.61,412304.27,55906.55,25,Male
ORD00306,2025-10-22,North,Electronics,Laptop,4,50937.87,203751.48,33082.59,55,Female
ORD00307,2024-04-04,East,Electronics,Smartphone,1,27485.81,27485.81,2742.4,25,Male
ORD00308,2024-01-31,West,Clothing,Jeans,1,1680.48,1680.48,552.88,61,Female
ORD00309,2024-02-05,South,Electronics,Headphones,6,2828.83,16972.98,1675.49,59,Female
ORD00310,2025-03-05,South,Clothing,Jeans,7,1937.8,13564.6,4430.24,59,Male
ORD00311,2025-08-02,East,Electronics,Laptop,7,58101.07,406707.49,47141.96,42,Female
ORD00312,2024-02-29,West,Electronics,Headphones,1,2891.33,2891.33,294.63,51,Female
ORD00313,2024-02-27,South,Furniture,Table,3,11040.32,33120.96,6292.29,54,Female
ORD00314,2025-08-28,North,Furniture,Sofa,3,32732.7,98198.1,26604.96,63,Female
ORD00315,2024-06-28,West,Electronics,Headphones,4,3202.02,12808.08,2062.61,20,Male
ORD00316,2025-09-20,South,Electronics,Laptop,4,56118.29,224473.16,18405.18,26,Female
ORD00317,2024-04-23,East,Electronics,Headphones,6,2735.73,16414.38,1555.61,22,Female
ORD00318,2025-03-23,West,Clothing,T-Shirt,2,870.58,1741.16,690.32,59,Female
ORD00319,2025-12-06,East,Electronics,Headphones,6,2833.94,17003.64,2361.72,26,Male
ORD00320,2024-11-21,South,Electronics,Laptop,7,58858.33,412008.31,64719.52,58,Male
ORD00321,2025-10-13,North,Clothing,Jeans,3,1739.22,5217.66,1637.84,63,Female
ORD00322,2024-04-20,North,Clothing,Jeans,1,1715.48,1715.48,516.93,21,Female
ORD00323,2025-07-13,West,Clothing,Jeans,7,1968.88,13782.16,4489.44,24,Female
ORD00324,2024-09-24,North,Furniture,Table,3,11883.09,35649.27,5526.06,22,Female
ORD00325,2024-12-12,West,Electronics,Headphones,7,2796.54,19575.78,1712.89,63,Male
ORD00326,2024-07-13,West,Clothing,T-Shirt,3,919.32,2757.96,872.12,62,Female
ORD00327,2024-06-06,North,Furniture,Chair,5,4263.79,21318.95,5026.27,41,Male
ORD00328,2024-01-27,South,Clothing,T-Shirt,2,863.02,1726.04,500.44,28,Female
ORD00329,2025-11-07,East,Electronics,Smartphone,8,26718.85,213750.8,23691.14,23,Female
ORD00330,2025-04-21,East,Electronics,Headphones,6,3231.3,19387.8,2267.21,32,Female
ORD00331,2025-07-08,West,Electronics,Laptop,3,57774.59,173323.77,25434.72,55,Male
ORD00332,2025-05-01,South,Electronics,Laptop,7,58502.46,409517.22,49905.08,48,Female
ORD00333,2025-08-08,South,Electronics,Smartphone,7,27013.89,189097.23,28635.1,25,Female
ORD00334,2025-11-30,West,Electronics,Headphones,3,3283.3,9849.9,1584.32,30,Male
ORD00335,2025-02-10,East,Furniture,Chair,6,4869.72,29218.32,4676.44,35,Female
ORD00336,2024-04-12,North,Electronics,Laptop,7,50737.71,355163.97,33727.87,54,Male
ORD00337,2025-04-29,North,Furniture,Chair,6,4840.1,29040.6,7208.4,29,Female
ORD00338,2024-12-05,South,Clothing,T-Shirt,3,921.28,2763.84,909.74,21,Female
ORD00339,2025-05-18,North,Furniture,Chair,6,4068.21,24409.26,4770.99,32,Male
ORD00340,2024-04-01,South,Furniture,Chair,8,4746.63,37973.04,9847.17,46,Male
ORD00341,2024-06-11,North,Clothing,T-Shirt,8,946.71,7573.68,2673.92,37,Female
ORD00342,2024-02-03,West,Electronics,Headphones,1,2804.24,2804.24,469.76,21,Female
ORD00343,2025-11-28,North,Furniture,Table,5,11684.04,58420.2,12241.45,33,Female
ORD00344,2024-06-16,East,Clothing,Jeans,8,1683.93,13471.44,4310.21,65,Male
ORD00345,2024-08-14,South,Furniture,Chair,1,4397.91,4397.91,1037.2,61,Male
ORD00346,2025-04-30,South,Furniture,Chair,7,4511.95,31583.65,9319.41,59,Male
ORD00347,2025-10-20,East,Electronics,Laptop,4,52276.29,209105.16,33563.17,45,Female
ORD00348,2025-02-10,North,Furniture,Sofa,8,33263.99,266111.92,66948.28,18,Female
ORD00349,2024-11-28,East,Furniture,Chair,5,4665.97,23329.85,4676.29,34,Female
ORD00350,2025-09-06,West,Furniture,Table,3,12041.5,36124.5,5726.32,60,Female
ORD00351,2025-02-01,North,Electronics,Headphones,1,3093.24,3093.24,556.0,55,Male
ORD00352,2025-01-02,East,Furniture,Sofa,4,36304.23,145216.92,32145.26,28,Male
ORD00353,2024-07-06,East,Furniture,Chair,2,4473.7,8947.4,2315.39,59,Male
ORD00354,2025-01-15,East,Furniture,Table,6,11335.99,68015.94,14492.22,55,Female
ORD00355,2024-03-13,West,Clothing,Jeans,2,1789.39,3578.78,1570.58,30,Male
ORD00356,2024-12-16,West,Clothing,T-Shirt,5,884.36,4421.8,1983.04,54,Female
ORD00357,2024-06-30,East,Electronics,Headphones,6,3217.44,19304.64,1892.54,58,Male
ORD00358,2025-05-16,North,Electronics,Laptop,8,52508.81,420070.48,65581.12,26,Female
ORD00359,2025-01-17,North,Clothing,T-Shirt,7,887.22,6210.54,2215.65,38,Male
ORD00360,2024-05-12,North,Electronics,Laptop,1,56393.56,56393.56,5914.69,42,Female
ORD00361,2025-09-02,East,Electronics,Headphones,2,3194.31,6388.62,701.6,45,Male
ORD00362,2025-02-17,North,Furniture,Sofa,8,34014.76,272118.08,79516.35,32,Male
ORD00363,2025-10-28,North,Electronics,Headphones,4,3140.45,12561.8,1745.7,42,Female
ORD00364,2025-03-02,West,Electronics,Laptop,1,56781.67,56781.67,8253.6,42,Male
ORD00365,2025-03-06,North,Furniture,Chair,8,4681.68,37453.44,9470.51,60,Female
ORD00366,2024-04-26,North,Electronics,Headphones,7,3198.39,22388.73,2025.99,49,Male
ORD00367,2024-06-13,North,Furniture,Table,5,12795.6,63978.0,13031.57,53,Female
ORD00368,2025-08-10,West,Furniture,Table,8,11593.45,92747.6,23255.99,27,Male
ORD00369,2024-09-27,West,Electronics,Smartphone,2,27023.9,54047.8,7806.32,21,Male
ORD00370,2024-04-28,North,Electronics,Headphones,1,3211.35,3211.35,372.59,20,Male
ORD00371,2024-04-05,East,Electronics,Headphones,3,2897.2,8691.6,1472.82,39,Male
ORD00372,2025-05-04,West,Electronics,Smartphone,7,24501.25,171508.75,21550.74,59,Male
ORD00373,2025-03-02,West,Electronics,Smartphone,3,25980.85,77942.55,6692.51,54,Female
ORD00374,2024-05-13,West,Electronics,Headphones,7,3167.5,22172.5,3129.33,49,Male
ORD00375,2025-11-25,South,Clothing,T-Shirt,8,818.28,6546.24,2559.01,60,Female
ORD00376,2025-01-29,South,Electronics,Smartphone,7,25808.57,180659.99,18943.59,53,Male
ORD00377,2025-05-18,East,Electronics,Laptop,3,55061.24,165183.72,20966.59,33,Female
ORD00378,2024-03-21,West,Furniture,Chair,1,4506.24,4506.24,931.87,46,Female
ORD00379,2024-04-15,West,Electronics,Smartphone,8,24735.34,197882.72,18179.62,44,Male
ORD00380,2025-07-29,South,Electronics,Laptop,2,58209.62,116419.24,20526.71,59,Female
ORD00381,2025-09-26,West,Furniture,Sofa,6,37277.18,223663.08,61875.86,63,Female
ORD00382,2025-10-10,East,Clothing,Jeans,2,1655.08,3310.16,1062.65,53,Female
ORD00383,2025-02-23,North,Electronics,Smartphone,1,26984.39,26984.39,3487.52,34,Male
ORD00384,2024-12-12,North,Furniture,Table,2,13032.52,26065.04,5696.69,44,Male
ORD00385,2024-01-05,North,Electronics,Smartphone,8,24786.94,198295.52,27549.52,53,Female
ORD00386,2025-11-04,East,Clothing,Jeans,3,1869.05,5607.15,1517.92,50,Female
ORD00387,2024-05-16,South,Clothing,T-Shirt,4,859.25,3437.0,1170.54,44,Female
ORD00388,2025-11-19,South,Furniture,Sofa,4,32906.22,131624.88,25480.86,63,Male
ORD00389,2025-12-28,West,Furniture,Sofa,2,36825.43,73650.86,17486.26,61,Female
ORD00390,2024-07-23,East,Clothing,T-Shirt,1,904.09,904.09,347.22,28,Female
ORD00391,2024-02-03,East,Furniture,Chair,3,4805.44,14416.32,2800.67,46,Male
ORD00392,2025-11-11,North,Furniture,Table,7,11370.23,79591.61,21475.67,42,Female
ORD00393,2025-03-29,South,Clothing,T-Shirt,6,983.85,5903.1,1715.54,58,Female
ORD00394,2024-06-26,North,Furniture,Table,4,11506.03,46024.12,11616.43,42,Male
ORD00395,2024-12-04,West,Clothing,T-Shirt,5,910.19,4550.95,1369.85,63,Male
ORD00396,2025-11-08,East,Electronics,Laptop,3,59714.91,179144.73,25024.37,49,Female
ORD00397,2024-06-12,West,Electronics,Smartphone,6,25126.98,150761.88,26488.68,52,Female
ORD00398,2024-08-11,West,Electronics,Smartphone,6,23605.99,141635.94,14352.73,53,Male
ORD00399,2024-02-10,East,Electronics,Smartphone,6,24728.34,148370.04,25289.62,42,Male
ORD00400,2025-01-18,West,Clothing,T-Shirt,5,907.24,4536.2,1879.9,49,Male
ORD00401,2025-07-04,North,Furniture,Chair,4,4338.28,17353.12,2852.74,58,Male
ORD00402,2025-12-20,West,Furniture,Table,4,12875.88,51503.52,8528.42,59,Male
ORD00403,2024-09-14,North,Electronics,Headphones,1,2975.54,2975.54,336.75,54,Male
ORD00404,2025-11-20,North,Furniture,Chair,7,4399.23,30794.61,6619.42,52,Male
ORD00405,2025-12-03,East,Electronics,Smartphone,1,26004.41,26004.41,2269.12,56,Male
ORD00406,2024-08-13,South,Furniture,Chair,8,4393.27,35146.16,5434.4,65,Female
ORD00407,2025-10-25,East,Furniture,Chair,3,4318.25,12954.75,3819.12,18,Male
ORD00408,2024-11-08,South,Electronics,Smartphone,1,22525.15,22525.15,3145.99,65,Female
ORD00409,2025-09-23,East,Furniture,Table,7,12973.51,90814.57,15562.74,30,Male
ORD00410,2025-07-16,North,Electronics,Headphones,1,3210.83,3210.83,556.23,36,Male
ORD00411,2025-11-18,South,Furniture,Chair,2,4227.68,8455.36,2475.15,24,Female
ORD00412,2025-08-21,South,Electronics,Smartphone,4,24088.93,96355.72,12050.69,54,Female
ORD00413,2025-10-18,West,Furniture,Sofa,7,32680.48,228763.36,61274.04,35,Female
ORD00414,2025-07-18,North,Electronics,Headphones,6,3226.73,19360.38,2444.92,29,Male
ORD00415,2024-03-18,North,Furniture,Chair,3,4852.17,14556.51,3785.15,50,Male
ORD00416,2025-04-28,South,Clothing,T-Shirt,4,973.13,3892.52,1750.64,41,Female
ORD00417,2024-01-11,South,Furniture,Table,5,11121.32,55606.6,9096.3,57,Male
ORD00418,2024-05-29,West,Electronics,Headphones,8,2795.53,22364.24,3055.75,40,Male
ORD00419,2025-06-14,East,Furniture,Table,8,11356.2,90849.6,16816.52,42,Female
ORD00420,2025-10-10,East,Clothing,Jeans,1,1634.37,1634.37,725.15,65,Female
ORD00421,2025-06-13,East,Electronics,Headphones,7,3092.21,21645.47,2522.34,42,Male
ORD00422,2024-01-07,South,Clothing,T-Shirt,6,957.1,5742.6,2454.58,46,Male
ORD00423,2025-09-08,North,Furniture,Table,2,12034.9,24069.8,4152.91,60,Male
ORD00424,2024-06-14,West,Clothing,T-Shirt,6,939.65,5637.9,1647.06,19,Male
ORD00425,2025-08-09,South,Electronics,Laptop,3,55808.35,167425.05,16091.71,21,Male
ORD00426,2025-11-08,East,Furniture,Chair,3,4514.98,13544.94,4000.99,23,Male
ORD00427,2025-08-19,South,Clothing,Jeans,8,1932.23,15457.84,5721.99,57,Female
ORD00428,2024-05-15,North,Electronics,Headphones,6,3253.41,19520.46,2726.1,19,Male
ORD00429,2025-06-28,North,Clothing,T-Shirt,3,918.99,2756.97,1019.98,23,Female
ORD00430,2025-01-14,North,Electronics,Headphones,1,3238.18,3238.18,509.97,62,Female
ORD00431,2025-12-14,North,Furniture,Table,8,12694.93,101559.44,24207.43,45,Male
ORD00432,2025-07-10,West,Furniture,Chair,8,4739.27,37914.16,6163.8,34,Male
ORD00433,2025-12-05,East,Electronics,Laptop,1,55857.86,55857.86,5126.79,44,Female
ORD00434,2025-08-01,East,Electronics,Smartphone,3,24630.36,73891.08,10236.65,57,Female
ORD00435,2025-07-22,West,Clothing,T-Shirt,4,884.38,3537.52,1146.31,34,Female
ORD00436,2025-04-02,South,Furniture,Sofa,7,36650.48,256553.36,63854.19,24,Male
ORD00437,2025-02-02,North,Clothing,T-Shirt,6,954.15,5724.9,1490.82,23,Male
ORD00438,2025-01-28,West,Clothing,Jeans,7,1651.73,11562.11,4298.86,57,Female
ORD00439,2025-06-14,East,Electronics,Laptop,3,56543.2,169629.6,21016.63,30,Male
ORD00440,2024-03-29,East,Furniture,Table,3,12417.66,37252.98,9248.16,43,Female
ORD00441,2024-04-02,East,Clothing,T-Shirt,7,915.49,6408.43,1690.05,64,Female
ORD00442,2024-01-05,East,Furniture,Sofa,5,33084.07,165420.35,36097.01,29,Female
ORD00443,2024-09-20,East,Electronics,Smartphone,2,25015.85,50031.7,5703.44,62,Female
ORD00444,2025-04-16,North,Clothing,T-Shirt,8,948.59,7588.72,2593.59,48,Male
ORD00445,2024-11-19,West,Furniture,Chair,2,4394.41,8788.82,1608.86,40,Male
ORD00446,2025-07-21,South,Furniture,Chair,4,4308.56,17234.24,4520.86,48,Female
ORD00447,2024-07-13,West,Furniture,Sofa,4,37760.21,151040.84,44114.15,65,Male
ORD00448,2025-09-25,East,Furniture,Table,4,12894.58,51578.32,9305.5,27,Male
ORD00449,2025-07-08,North,Electronics,Smartphone,2,25879.06,51758.12,7574.41,48,Female
ORD00450,2024-07-06,East,Furniture,Sofa,8,37786.85,302294.8,71395.35,43,Male
ORD00451,2024-12-21,West,Electronics,Headphones,1,3015.44,3015.44,368.84,61,Male
ORD00452,2024-08-03,West,Clothing,Jeans,2,1871.37,3742.74,944.53,55,Male
ORD00453,2025-04-27,East,Furniture,Sofa,6,35789.45,214736.7,49880.01,41,Male
ORD00454,2024-10-13,West,Clothing,Jeans,7,1695.79,11870.53,4995.89,29,Male
ORD00455,2024-07-19,South,Furniture,Table,2,12529.96,25059.92,5846.5,65,Male
ORD00456,2025-06-13,East,Clothing,Jeans,1,1683.58,1683.58,706.9,49,Female
ORD00457,2025-05-02,North,Furniture,Chair,1,4408.56,4408.56,700.99,46,Female
ORD00458,2025-02-25,North,Furniture,Chair,6,4374.28,26245.68,7125.76,40,Male
ORD00459,2024-03-21,West,Electronics,Headphones,5,2913.07,14565.35,2145.76,57,Female
ORD00460,2025-09-19,West,Clothing,Jeans,3,1932.57,5797.71,1938.54,22,Male
ORD00461,2025-10-22,West,Electronics,Headphones,6,2836.93,17021.58,1901.1,35,Female
ORD00462,2025-11-08,East,Furniture,Sofa,8,34397.92,275183.36,42231.06,65,Male
ORD00463,2024-02-25,North,Furniture,Table,3,11752.91,35258.73,10243.33,43,Male
ORD00464,2024-08-22,South,Electronics,Smartphone,5,25590.51,127952.55,11314.99,65,Female
ORD00465,2024-11-29,West,Clothing,Jeans,3,1667.26,5001.78,1914.23,47,Female
ORD00466,2025-10-08,West,Clothing,Jeans,3,1969.04,5907.12,2182.78,51,Female
ORD00467,2024-09-23,South,Furniture,Sofa,8,35277.68,282221.44,61038.58,37,Male
ORD00468,2025-05-03,East,Electronics,Laptop,3,53282.73,159848.19,20287.9,18,Female
ORD00469,2025-03-23,West,Furniture,Chair,4,4767.09,19068.36,3399.61,33,Male
ORD00470,2025-09-19,East,Clothing,T-Shirt,7,849.71,5947.97,2101.55,36,Female
ORD00471,2025-09-24,West,Clothing,T-Shirt,4,963.63,3854.52,1454.61,35,Female
ORD00472,2024-04-14,East,Furniture,Table,6,10846.55,65079.3,14984.22,35,Male
ORD00473,2024-11-15,West,Clothing,Jeans,1,1703.81,1703.81,542.46,41,Female
ORD00474,2025-02-05,North,Electronics,Laptop,6,50382.45,302294.7,46872.9,52,Female
ORD00475,2024-09-11,West,Electronics,Headphones,4,3237.42,12949.68,1359.82,46,Male
ORD00476,2025-04-29,West,Electronics,Laptop,4,54569.18,218276.72,34291.18,61,Female
ORD00477,2024-09-16,West,Furniture,Sofa,3,35904.15,107712.45,31302.65,58,Female
ORD00478,2025-10-10,West,Furniture,Table,6,12930.05,77580.3,14171.46,38,Male
ORD00479,2025-08-18,West,Electronics,Headphones,5,3050.82,15254.1,1824.1,62,Male
ORD00480,2025-10-02,North,Furniture,Sofa,2,33241.06,66482.12,16812.78,21,Female
ORD00481,2024-12-21,West,Electronics,Headphones,2,2775.5,5551.0,573.24,64,Male
ORD00482,2025-03-24,East,Electronics,Laptop,7,53439.84,374078.88,34966.36,52,Female
ORD00483,2025-09-05,South,Furniture,Table,3,12104.69,36314.07,7998.51,22,Male
ORD00484,2025-06-02,West,Clothing,Jeans,5,1914.99,9574.95,3879.61,64,Male
ORD00485,2025-07-05,West,Electronics,Laptop,6,58036.18,348217.08,36172.32,30,Female
ORD00486,2024-03-09,North,Electronics,Headphones,5,2893.56,14467.8,2084.67,26,Male
ORD00487,2025-02-01,West,Electronics,Laptop,4,50677.61,202710.44,20101.1,51,Female
ORD00488,2025-11-02,West,Electronics,Laptop,6,51927.95,311567.7,47291.15,23,Female
ORD00489,2025-12-26,North,Electronics,Laptop,6,55638.22,333829.32,58027.68,57,Female
ORD00490,2024-04-13,South,Electronics,Laptop,2,58679.02,117358.04,10303.28,52,Female
ORD00491,2025-07-25,West,Furniture,Table,4,12062.86,48251.44,11763.64,65,Male
ORD00492,2025-07-17,West,Furniture,Sofa,8,36417.85,291342.8,48250.84,50,Female
ORD00493,2025-01-15,West,Electronics,Headphones,8,3260.11,26080.88,4440.23,58,Female
ORD00494,2024-09-17,East,Furniture,Sofa,4,35442.01,141768.04,37548.15,46,Female
ORD00495,2024-11-05,North,Clothing,T-Shirt,1,940.74,940.74,332.57,37,Male
ORD00496,2025-07-20,South,Furniture,Table,6,10852.08,65112.48,16503.27,24,Male
ORD00497,2024-09-19,East,Clothing,Jeans,6,1676.2,10057.2,3016.87,23,Female
ORD00498,2025-12-07,North,Furniture,Table,2,12536.59,25073.18,4411.26,56,Female
ORD00499,2025-03-20,West,Electronics,Laptop,7,50363.25,352542.75,30174.93,25,Male
ORD00500,2024-11-30,South,Electronics,Laptop,7,50095.41,350667.87,46441.87,27,Male
ORD00501,2025-02-07,South,Clothing,T-Shirt,8,945.51,7564.08,2544.46,26,Female
ORD00502,2025-05-28,West,Electronics,Smartphone,8,25357.2,202857.6,17228.92,62,Male
ORD00503,2025-09-22,South,Electronics,Headphones,8,3035.58,24284.64,3127.52,33,Male
ORD00504,2025-03-09,East,Furniture,Chair,7,4341.07,30387.49,4966.51,40,Male
ORD00505,2025-09-23,West,Furniture,Sofa,6,35657.14,213942.84,41873.5,57,Male
ORD00506,2024-03-28,North,Clothing,Jeans,1,1952.72,1952.72,549.1,65,Male
ORD00507,2024-04-23,East,Furniture,Table,3,12885.01,38655.03,5877.88,46,Female
ORD00508,2024-09-21,West,Electronics,Laptop,6,51799.1,310794.6,41584.49,57,Male
ORD00509,2024-10-17,South,Electronics,Laptop,7,55913.05,391391.35,57281.23,62,Female
ORD00510,2025-11-06,East,Electronics,Laptop,8,56702.34,453618.72,36667.55,24,Male
ORD00511,2024-11-19,West,Furniture,Chair,7,4258.05,29806.35,8837.34,56,Male
ORD00512,2024-09-10,East,Electronics,Headphones,4,3000.39,12001.56,1509.78,39,Female
ORD00513,2025-05-28,East,Clothing,T-Shirt,3,813.31,2439.93,757.51,21,Female
ORD00514,2025-02-06,South,Clothing,T-Shirt,1,979.94,979.94,311.97,23,Female
ORD00515,2024-12-03,West,Furniture,Table,7,11376.87,79638.09,23539.47,52,Male
ORD00516,2025-12-06,South,Furniture,Table,3,12194.47,36583.41,6597.69,45,Male
ORD00517,2024-05-29,North,Electronics,Headphones,6,2740.69,16444.14,2191.94,38,Female
ORD00518,2024-10-07,South,Clothing,T-Shirt,5,889.74,4448.7,1942.52,30,Male
ORD00519,2025-09-19,South,Electronics,Headphones,3,2715.72,8147.16,1455.05,56,Male
ORD00520,2025-09-11,West,Furniture,Table,1,11662.23,11662.23,2583.07,63,Female
ORD00521,2024-01-16,East,Electronics,Headphones,7,2994.87,20964.09,1965.41,44,Male
ORD00522,2025-05-16,East,Furniture,Table,4,10958.73,43834.92,13055.97,47,Male
ORD00523,2025-02-07,North,Clothing,T-Shirt,7,949.72,6648.04,2619.59,51,Male
ORD00524,2025-02-09,North,Clothing,Jeans,8,1917.72,15341.76,5427.0,53,Female
ORD00525,2025-04-17,South,Electronics,Laptop,4,52702.97,210811.88,25256.1,45,Female
ORD00526,2024-07-03,South,Electronics,Laptop,3,54599.37,163798.11,23686.87,43,Female
ORD00527,2025-04-10,North,Furniture,Sofa,8,31674.38,253395.04,72089.02,34,Female
ORD00528,2025-12-25,West,Electronics,Headphones,2,2754.71,5509.42,829.84,64,Male
ORD00529,2024-06-02,South,Clothing,T-Shirt,7,817.9,5725.3,2429.02,27,Male
ORD00530,2024-07-04,North,Electronics,Laptop,7,52888.68,370220.76,56649.76,26,Male
ORD00531,2025-09-14,West,Electronics,Laptop,5,49634.29,248171.45,32203.41,33,Male
ORD00532,2025-07-14,East,Clothing,Jeans,8,1767.65,14141.2,4227.41,57,Male
ORD00533,2025-11-14,East,Electronics,Laptop,3,51130.82,153392.46,22292.17,39,Male
ORD00534,2025-12-09,South,Electronics,Laptop,2,54086.53,108173.06,10582.01,47,Female
ORD00535,2025-03-13,North,Electronics,Laptop,2,57953.63,115907.26,13014.32,36,Female
ORD00536,2025-12-13,South,Electronics,Headphones,2,3116.77,6233.54,669.74,57,Male
ORD00537,2024-10-21,West,Electronics,Smartphone,2,24918.31,49836.62,7418.95,56,Female
ORD00538,2025-05-24,West,Furniture,Chair,6,4884.39,29306.34,6578.09,29,Male
ORD00539,2024-07-31,West,Furniture,Chair,4,4051.42,16205.68,3951.25,44,Male
ORD00540,2024-10-15,East,Furniture,Sofa,6,35422.91,212537.46,32240.78,22,Female
ORD00541,2025-08-05,North,Furniture,Chair,6,4740.33,28441.98,5688.18,29,Male
ORD00542,2024-05-19,West,Furniture,Sofa,6,37955.96,227735.76,50369.47,27,Female
ORD00543,2024-11-02,East,Furniture,Sofa,8,36987.92,295903.36,77345.5,53,Male
ORD00544,2024-10-14,North,Furniture,Table,6,12718.88,76313.28,15494.6,39,Female
ORD00545,2024-11-18,North,Electronics,Headphones,7,2812.43,19687.01,1804.99,35,Female
ORD00546,2025-06-21,East,Electronics,Smartphone,8,26885.24,215081.92,25198.64,29,Male
ORD00547,2025-05-09,South,Furniture,Sofa,1,36944.53,36944.53,8000.93,30,Female
ORD00548,2025-06-12,South,Clothing,Jeans,5,1899.19,9495.95,3935.38,31,Male
ORD00549,2025-12-04,North,Clothing,Jeans,7,1876.92,13138.44,5734.5,39,Female
ORD00550,2024-11-15,South,Electronics,Laptop,2,55226.35,110452.7,16114.88,38,Male
ORD00551,2024-06-01,South,Furniture,Table,5,11463.96,57319.8,12390.67,35,Male
ORD00552,2025-12-22,East,Electronics,Laptop,2,51772.35,103544.7,11910.93,54,Male
ORD00553,2024-01-30,West,Electronics,Headphones,2,2886.83,5773.66,977.04,61,Male
ORD00554,2025-08-29,West,Electronics,Smartphone,7,22769.0,159383.0,19547.78,57,Female
ORD00555,2025-04-21,South,Furniture,Chair,6,4785.7,28714.2,7196.66,23,Female
ORD00556,2024-08-17,South,Electronics,Smartphone,8,24051.96,192415.68,27792.88,57,Female
ORD00557,2024-11-28,West,Furniture,Sofa,7,32783.47,229484.29,45793.4,49,Male
ORD00558,2024-12-22,South,Electronics,Smartphone,8,23064.44,184515.52,23593.12,50,Male
ORD00559,2025-02-14,West,Clothing,T-Shirt,2,868.66,1737.32,619.44,33,Male
ORD00560,2025-03-21,East,Electronics,Headphones,8,2930.29,23442.32,2674.1,52,Male
ORD00561,2025-09-02,West,Electronics,Headphones,2,3143.62,6287.24,950.57,38,Male
ORD00562,2025-09-02,West,Clothing,Jeans,3,1730.89,5192.67,2010.09,38,Female
ORD00563,2024-01-01,South,Electronics,Laptop,2,51893.73,103787.46,9744.78,60,Male
ORD00564,2024-11-20,East,Clothing,Jeans,5,1760.39,8801.95,3400.22,54,Female
ORD00565,2024-05-10,East,Clothing,T-Shirt,6,988.25,5929.5,2087.69,21,Female
ORD00566,2024-02-01,South,Electronics,Laptop,1,57236.9,57236.9,9276.69,45,Female
ORD00567,2024-05-22,South,Furniture,Sofa,7,34342.23,240395.61,43675.65,53,Female
ORD00568,2024-03-14,North,Furniture,Sofa,7,32579.87,228059.09,57131.06,27,Female
ORD00569,2025-12-13,West,Clothing,T-Shirt,3,825.24,2475.72,844.73,57,Male
ORD00570,2025-09-11,North,Clothing,Jeans,7,1818.74,12731.18,3655.86,54,Female
ORD00571,2025-08-04,West,Furniture,Table,5,11786.01,58930.05,12083.34,63,Female
ORD00572,2024-10-13,West,Electronics,Smartphone,8,27308.69,218469.52,19226.7,51,Male
ORD00573,2025-10-10,East,Electronics,Smartphone,4,24862.26,99449.04,15331.92,57,Male
ORD00574,2025-03-07,East,Furniture,Sofa,1,34782.08,34782.08,7665.44,36,Female
ORD00575,2024-09-23,North,Electronics,Headphones,1,3117.03,3117.03,435.65,58,Female
ORD00576,2025-05-11,North,Electronics,Headphones,1,3093.79,3093.79,337.77,26,Male
ORD00577,2024-04-24,South,Furniture,Chair,5,4169.28,20846.4,5809.45,55,Male
ORD00578,2025-06-24,North,Clothing,Jeans,6,1910.82,11464.92,3978.14,39,Male
ORD00579,2025-11-07,West,Electronics,Headphones,3,3202.57,9607.71,1491.85,64,Male
ORD00580,2025-04-20,West,Furniture,Table,6,10930.38,65582.28,17899.35,48,Female
ORD00581,2025-03-21,North,Clothing,Jeans,4,1756.73,7026.92,1960.72,36,Female
ORD00582,2025-10-14,East,Clothing,T-Shirt,6,983.12,5898.72,2557.35,45,Female
ORD00583,2025-11-22,South,Furniture,Sofa,5,33369.61,166848.05,41403.59,64,Male
ORD00584,2025-02-25,North,Furniture,Sofa,3,33692.89,101078.67,15290.31,51,Male
ORD00585,2024-04-04,North,Clothing,Jeans,6,1698.99,10193.94,2596.81,56,Male
ORD00586,2025-10-25,South,Electronics,Smartphone,2,22931.93,45863.86,6442.43,25,Male
ORD00587,2024-10-10,West,Furniture,Chair,5,4470.26,22351.3,5494.33,62,Female
ORD00588,2024-03-02,East,Furniture,Chair,3,4752.66,14257.98,2272.12,34,Male
ORD00589,2025-05-18,North,Clothing,Jeans,2,1797.02,3594.04,1026.78,27,Female
ORD00590,2025-08-08,East,Furniture,Table,2,12990.26,25980.52,4299.6,46,Male
ORD00591,2024-06-04,East,Clothing,Jeans,3,1855.03,5565.09,1825.89,43,Male
ORD00592,2025-07-07,South,Clothing,Jeans,8,1776.98,14215.84,5786.93,18,Female
ORD00593,2025-02-14,North,Clothing,Jeans,2,1824.21,3648.42,1409.63,58,Male
ORD00594,2024-06-29,North,Furniture,Sofa,6,32063.2,192379.2,50975.91,42,Male
